Dates	Title	Start Time	End Time	Location
08/08/2024	カービィのおもちゃ箱：　パチンコ (Kirby's Toybox: Pachinko)	14:00	17:00	Broadcast Tower
08/08/2024	Zooっと麻雀：イベント版 (Mah-Jong with the Zoo: EVENT Ver.)	17:00	20:00	Broadcast Tower
08/08/2024	トレジャー・コンフリクス (Treasure Conflix)	20:00	23:00	Broadcast Tower
08/08/2024	ニンテンドーパワー１０７号 (Nintendo Power #107)	8:00	23:00	News Building
08/08/2024	Fightingベースボール (Fighting Baseball)	11:00	23:00	Stadium
08/08/2024	ドラゴンスレイヤー：英雄伝説 (Dragon Slayer: Legend of the Heroes)	8:00	20:00	Bagpotamia Temple
08/08/2024	すってはっくん	8:00	23:00	Telephone Booth
08/09/2024	上海：万里の長城 (Shanghai: The Great Wall)	8:00	11:00	Broadcast Tower
08/09/2024	ワイワイチェック [3/21] (WaiWai Check)	11:00	14:00	Broadcast Tower
08/09/2024	カービィのおもちゃ箱：　ピンボール (Kirby's Toybox: Pinball)	14:00	17:00	Broadcast Tower
08/09/2024	ヨッシーのパネポン：BS版 [1/2] (Yoshi's Panepon: BS Ver.)	17:00	20:00	Broadcast Tower
08/09/2024	クオンパBS版 [6/15] (Cu-On-Pa BS Version)	20:00	23:00	Broadcast Tower
08/09/2024	BSニンテンドーHP [2/21] (Nintendo HP)	8:00	23:00	News Building
08/09/2024	Super Formation Soccer	11:00	23:00	Stadium
08/09/2024	RPGツクール：　Cock-A-Doodle-Doo	8:00	20:00	Bagpotamia Temple
08/09/2024	パネルでポン [1/11] (Panel de Pon)	8:00	23:00	Telephone Booth
08/10/2024	タモリのピクロス [8/13] (Tamori no Picross)	8:00	11:00	Broadcast Tower
08/10/2024	キッドクラウンのクレージーチェース (Kid Clown's Crazy Chase)	11:00	14:00	Broadcast Tower
08/10/2024	カービィのおもちゃ箱：　野球 (Kirby's Toybox: Baseball)	14:00	17:00	Broadcast Tower
08/10/2024	超兄貴：爆裂乱闘編 (Cho Aniki: Explosive Brawl Edition)	17:00	20:00	Broadcast Tower
08/10/2024	大爆笑人生劇場 (Comedic Life Theater)	20:00	23:00	Broadcast Tower
08/10/2024	チープdeゴージャス 1号 (Cheap de Gorgeous Vol. 1)	8:00	23:00	News Building
08/10/2024	Super Fire Pro Wrestling	11:00	23:00	Stadium
08/10/2024	ダイナミトレーサー (Dynami Tracer)	8:00	20:00	Bagpotamia Temple
08/10/2024	ゼルダの伝説：神々のトライフォース (The Legend of Zelda: Triforce of the Gods)	8:00	23:00	Telephone Booth
08/11/2024	タモリのピクロス [6/13] (Tamori no Picross)	8:00	11:00	Broadcast Tower
08/11/2024	それ行け！エビス丸からくり　―　消えたゴエモンの謎！ (Ebisumaru's Karakuri Maze)	11:00	14:00	Broadcast Tower
08/11/2024	スーパー倉庫番 (Super Soukoban)	14:00	17:00	Broadcast Tower
08/11/2024	ワリオの森: 再び	17:00	20:00	Broadcast Tower
08/11/2024	クオンパBS版 [10/27] (Cu-On-Pa BS Version)	20:00	23:00	Broadcast Tower
08/11/2024	デジタルマガジンバスターズBS版　【4-12号】 (Digital Magazine Busters BS [4/12 Ed.])	8:00	23:00	News Building
08/11/2024	Fightingベースボール (Fighting Baseball)	11:00	23:00	Stadium
08/11/2024	ファイナルファンタジーUSA：ミスチッククエスト (Final Fantasy USA: Mystic Quest)	8:00	20:00	Bagpotamia Temple
08/11/2024	バトルマニアックスにバトルトード (Battletoads in Battlemaniacs)	8:00	23:00	Telephone Booth
08/12/2024	キャメルトリー (Cameltry)	8:00	14:00	Broadcast Tower
08/12/2024	奇々怪界：謎の黒マント (Pocky & Rocky)	14:00	20:00	Broadcast Tower
08/12/2024	ヨッシーのパネポン：BS版 [6/14] (Yoshi's Panepon: BS Ver.)	20:00	23:00	Broadcast Tower
08/12/2024	毎週ファミ通エクスプレス [4/17] (Weekly Famitsu Express)	8:00	23:00	News Building
08/12/2024	Championship Pool	11:00	23:00	Stadium
08/12/2024	ソールブレーダー (Soul Blazer)	8:00	20:00	Bagpotamia Temple
08/12/2024	美少女戦士セーラームーンSuperS：フワフワパニック (Pretty Guardian Sailor Moon SuperS: Fuwa Fuwa Panic)	8:00	23:00	Telephone Booth
08/13/2024	クオンパBS版 [5/31] (Cu-On-Pa BS Version)	8:00	11:00	Broadcast Tower
08/13/2024	マリオペイントBS版 (Mario Paint BS)	11:00	14:00	Broadcast Tower
08/13/2024	BSF-ZERO：グランプリ２（練習）[10-23] (BS F-Zero: Grand Prix 2 [Practice])	14:00	17:00	Broadcast Tower
08/13/2024	運だけ３０さめがめ大作戦ーマリオ版 (Mario Same Game)	17:00	20:00	Broadcast Tower
08/13/2024	BS探偵倶楽部～雪に消えた過去～（中編） [BS Tantei Club ~The Past that Disappeared in the Snow~ (Second Part)]	20:00	23:00	Broadcast Tower
08/13/2024	BSニンテンドーHP [5/31] (Nintendo HP)	8:00	23:00	News Building
08/13/2024	CAPCOMのMVPフットボール（アメリカ） [Capcom's MVP Football]	11:00	23:00	Stadium
08/13/2024	シャドウラン [Shadowrun]	8:00	20:00	Bagpotamia Temple
08/13/2024	あらいぐまラスカル [Araiguma Rascal]	8:00	23:00	Telephone Booth
08/14/2024	スーパーボンバーマン：パニックボンバーW (Super Bomberman: Panic Bomber W [Demo])	8:00	14:00	Broadcast Tower
08/14/2024	GS美神：除霊師はナイスボディー (Ghost Sweeper Mikami: The Exorcist has a Nice Body)	14:00	20:00	Broadcast Tower
08/14/2024	デザエモン BS-X版 (Dezaemon BS-X)	20:00	23:00	Broadcast Tower
08/14/2024	ゲーム虎の太鼓判 (Game Tora no Taikoban)	8:00	23:00	News Building
08/14/2024	ジョージフォーマンのK.O.ボクシング (George Foreman's K.O. Boxing)	11:00	23:00	Stadium
08/14/2024	ドラッケン (Drakkhen)	8:00	20:00	Bagpotamia Temple
08/14/2024	シュアーインスティンクト (Sure Instinct)	8:00	23:00	Robot Tower
08/15/2024	忍たま乱太郎 2 (Ninja Kid Rantarou 2)	8:00	11:00	Broadcast Tower
08/15/2024	Let's Pachinko なんて銀玉２ (Let's Pachinko with Silver Balls 2)	11:00	14:00	Broadcast Tower
08/15/2024	牧場物語（デモ） (Harvest Moon [Demo])	14:00	17:00	Broadcast Tower
08/15/2024	タモリのピクロス [6/13] (Tamori no Picross)	17:00	20:00	Broadcast Tower
08/15/2024	パネルでポン [12/28 (Panel de Pon)	20:00	23:00	Broadcast Tower
08/15/2024	フロイドの挑戦状　第1号 (Freud's Written Challenge #1)	8:00	23:00	News Building
08/15/2024	スーパーファイヤープロレスリング (Super Fire Pro Wrestling)	11:00	23:00	Stadium
08/15/2024	トレジャー・コンフリクス (Treasure Conflix)	8:00	20:00	Bagpotamia Temple
08/15/2024	ジョーとマック (Joe & Mac)	8:00	23:00	Telephone Booth
08/16/2024	スーパーボンバーマン：パニックボンバーW (Super Bomberman: Panic Bomber W [Demo])	8:00	14:00	Broadcast Tower
08/16/2024	PICO PICOパイレーツ (Pico Pico Pirates)	14:00	20:00	Broadcast Tower
08/16/2024	クロノトリガー：ジェットバイクスペシャル (Chrono Trigger: Jet Bike Special)	20:00	23:00	Broadcast Tower
08/16/2024	３時のWIDE賞 [6月号] (3:00 Wide Prize [June Edition])	8:00	23:00	News Building
08/16/2024	F-1ポールポジション (F-1 Pole Position)	11:00	23:00	Stadium
08/16/2024	すごいRPG (Sugoi RPG)	8:00	20:00	Bagpotamia Temple
08/16/2024	A.S.P.エアーストライクパトロール (A.S.P. - Air Strike Patrol)	8:00	23:00	Robot Tower
08/17/2024	Arkanoid: Doh it Again	8:00	11:00	Broadcast Tower
08/17/2024	[BROADCASTING ERROR]	11:00	14:00	Broadcast Tower
08/17/2024	Lemmings	14:00	17:00	Broadcast Tower
08/17/2024	すってはっくんBS版 [Sutte Hakkun BS Ver.)	17:00	20:00	Broadcast Tower
08/17/2024	The Firemen	20:00	23:00	Broadcast Tower
08/17/2024	BSニンテンドーHP 2/21号 [BS Nintendo HP 2/21 ed.]	8:00	23:00	News Building
08/17/2024	HALのホールインワンゴルフ (HAL's Hole-in-One Golf)	11:00	23:00	Stadium
08/17/2024	ウルティマ：善のルーンⅡ (Ultima: Runes of Virtue II) 	8:00	20:00	Bagpotamia Temple
08/17/2024	ドッティ・フラワーズ　ＢＳ版 (BS Dottie Flowers)	8:00	23:00	Robot Tower
08/18/2024	タモリのピクロス [6/13] (Tamori no Picross)	8:00	11:00	Broadcast Tower
08/18/2024	ワイワイチェック [11/22][EN] (WaiWai Check)	11:00	14:00	Broadcast Tower
08/18/2024	スペースインベーダーズ (Space Invaders)	14:00	17:00	Broadcast Tower
08/18/2024	スーパーボンバーマン (Super Bomberman)	17:00	20:00	Broadcast Tower
08/18/2024	ヨッシーのパネポン：BS版 [7/3] (Yoshi's Panepon: BS Ver.)	20:00	23:00	Broadcast Tower
08/18/2024	フロイドの挑戦状　第2号 (Freud's Written Challenge #2)	8:00	23:00	News Building
08/18/2024	スーパーフォーメーションフットボール (Super Formation Soccer)	11:00	23:00	Stadium
08/18/2024	アルカナ (Arcana)	8:00	20:00	Bagpotamia Temple
08/18/2024	Teenage Mutant Ninja Turtles IV: Turtles In Time	8:00	23:00	Telephone Booth
08/19/2024	Let's Pachinko なんて銀玉３ (Let's Pachinko with Silver Balls 3)	8:00	11:00	Broadcast Tower
08/19/2024	ソニックブラストマン (Sonic Blast Man)	11:00	14:00	Broadcast Tower
08/19/2024	アクトレーザ (Actraiser)	14:00	17:00	Broadcast Tower
08/19/2024	シム蟻 (SimAnt)	17:00	20:00	Broadcast Tower
08/19/2024	アーケードのベストゲームコレクション：ATARIのコレクション第一組 (Arcade Greatest Hits: The Atari Collection 1)	20:00	23:00	Broadcast Tower
08/19/2024	ゲーム虎の大穴スペシャル (Game Tora Big Cave Special)	8:00	23:00	News Building
08/19/2024	バトルサッカー：フィールドの覇者 (Battle Soccer: Field of Champions)	11:00	23:00	Stadium
08/19/2024	ラグーン (Lagoon)	8:00	20:00	Bagpotamia Temple
08/19/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Telephone Booth
08/20/2024	すってはっくん ['98冬イベント版] (Sutte Hakkun: '98 Winter Event Ver.)	8:00	11:00	Broadcast Tower
08/20/2024	上海：万里の長城 (Shanghai: The Great Wall)	11:00	14:00	Broadcast Tower
08/20/2024	ゼルダの伝説：神々のトライフォース (The Legend of Zelda: Triforce of the Gods)	14:00	17:00	Broadcast Tower
08/20/2024	クオンパBS版 [10/27] (Cu-On-Pa BS Version)	17:00	20:00	Broadcast Tower
08/20/2024	F-ZERO	20:00	23:00	Broadcast Tower
08/20/2024	デジタルマガジンバスターズBS版　[5/10号] (Digital Magazine Busters BS [5/10 Ed.])	8:00	23:00	News Building
08/20/2024	スーパーベーセズローデッド (Super Bases Loaded)	11:00	23:00	Stadium
08/20/2024	ソルスティスⅡ (Equinox)	8:00	20:00	Bagpotamia Temple
08/20/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/20/2024	マリオが行方不明！ (Mario is Missing!)	8:00	23:00	Telephone Booth
08/21/2024	ワリオの森　―　イベント１版 (Wario's Forest Event 1)	8:00	11:00	Broadcast Tower
08/21/2024	釣太郎 (Tsuri Tarou)	11:00	14:00	Broadcast Tower
08/21/2024	カービィのおもちゃ箱：　パチンコ (Kirby's Toybox: Pachinko)	14:00	17:00	Broadcast Tower
08/21/2024	ヨッシーのパネポン：BS版 [7/3] (Yoshi's Panepon: BS Ver.)	17:00	20:00	Broadcast Tower
08/21/2024	ダリウスフォース (Darius Force)	20:00	23:00	Broadcast Tower
08/21/2024	コロンボの卵焼き第一回 (Fried eggs by Columbus #1)	8:00	23:00	News Building
08/21/2024	スーパーボレーⅡ (Super Volley 2)	11:00	23:00	Stadium
08/21/2024	ドカポン外伝：炎のオーディション (Dokapon Kingdom: A Fiery Audition)	8:00	20:00	Bagpotamia Temple
08/21/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/21/2024	火星からバイカーネズミ (Biker Mice from Mars)	8:00	23:00	Telephone Booth
08/22/2024	ＢＳドクターマリオ (BS Dr. Mario)	8:00	11:00	Broadcast Tower
08/22/2024	美少女戦士セーラームーンSuperS：フワフワパニック (Pretty Guardian Sailor Moon SuperS: Fuwa Fuwa Panic)	11:00	14:00	Broadcast Tower
08/22/2024	カービィのおもちゃ箱：　キャノンボール (Kirby's Toybox: Cannon Ball)	14:00	17:00	Broadcast Tower
08/22/2024	Ｍｓ．　パックマン (Ms. PacMan)	17:00	20:00	Broadcast Tower
08/22/2024	ワイワイキッズ [3/16] (WaiWai Kids [3/16])	20:00	23:00	Broadcast Tower
08/22/2024	街マガジン：アイドルダイアリーメディアいちご１２号 (Machi Magazine: Idol Diary Media Strawberry Vol. 12)	8:00	23:00	News Building
08/22/2024	トップギア (Top Gear)	11:00	23:00	Stadium
08/22/2024	悪魔城ドラキュラ (Super Caslevania IV)	8:00	20:00	Bagpotamia Temple
08/22/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/22/2024	ソニックザヘッジホッグ (Sonic The Hedgehog)	8:00	23:00	Robot Tower
08/23/2024	[BROADCASTING ERROR]	8:00	11:00	Broadcast Tower
08/23/2024	ＢＳ　Ｆ－ＺＥＲＯ　ＧＰ２	11:00	14:00	Broadcast Tower
08/23/2024	マリオペイント優勝内蔵版 (Mario Paint: Built-In Winner Version)	14:00	17:00	Broadcast Tower
08/23/2024	ＢＳテトリス (BS Tetris) [Satellaview+ Exclusive!!]	17:00	20:00	Broadcast Tower
08/23/2024	スーパー地球防衛部隊　(Super E.D.F. [Earth Defence Force])	20:00	23:00	Broadcast Tower
08/23/2024	デジタルマガジンバスターズBS版　[8/23号] (Digital Magazine Busters BS [8/23Ed.])	8:00	23:00	News Building
08/23/2024	カービィのおもちゃ箱：　野球 (Kirby's Toybox: Baseball)	11:00	23:00	Stadium
08/23/2024	ライブの宝石 (Jewel of Live)	8:00	20:00	Bagpotamia Temple
08/23/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/23/2024	マリオのタイムマシン (Mario's Time Machine)	8:00	23:00	Telephone Booth
08/24/2024	シムシティ [小売版] (Sim City [Retail ver.])	8:00	11:00	Broadcast Tower
08/24/2024	牧場物語（デモ） (Harvest Moon [Demo])	11:00	14:00	Broadcast Tower
08/24/2024	スーパーボンバーマン (Super Bomberman)	14:00	17:00	Broadcast Tower
08/24/2024	ワイルドガンズ (Wild Guns)	17:00	20:00	Broadcast Tower
08/24/2024	スーパーぷよぷよリミックス (Super Puyo Puyo Remix)	20:00	23:00	Broadcast Tower
08/24/2024	ヴューシネマパラダイス ４号 (View Cinema Paradise Vol. 4)	8:00	23:00	News Building
08/24/2024	実況ワールドサッカーパーフェクトイレブン (International Superstar Soccer)	11:00	23:00	Stadium
08/24/2024	エストポリス伝記 (Estopolis Denki // Lufia and the Fortress of Doom)	8:00	20:00	Bagpotamia Temple
08/24/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/24/2024	ドッティ・フラワーズ　ＢＳ版 (BS Dottie Flowers)	8:00	23:00	Robot Tower
08/24/2024	ブラックアウト (Black Out)	8:00	23:00	Robot Tower
08/25/2024	スーパー地球防衛部隊　(Super E.D.F. [Earth Defence Force])	8:00	11:00	Broadcast Tower
08/25/2024	カービィのおもちゃ箱：　星崩し (Kirby's Toybox: Constellation)	11:00	14:00	Broadcast Tower
08/25/2024	スーパーボンバーマン２ (Super Bomberman 2)	14:00	17:00	Broadcast Tower
08/25/2024	スーパーなぞぷよルールエのルー (Super Nazo Puyo Rulue No Roux)	17:00	20:00	Broadcast Tower
08/25/2024	モノポリー２：レッドカップ (Monopoly 2: Red Cup)	20:00	23:00	Broadcast Tower
08/25/2024	コロンボの卵焼き第一回 (Fried eggs by Columbus #1)	8:00	23:00	News Building
08/25/2024	HALのホールインワンゴルフ (HAL's Hole-in-One Golf)	11:00	23:00	Stadium
08/25/2024	ファイナルファンタジーⅣ (Final Fantasy II [USA])	8:00	20:00	Bagpotamia Temple
08/25/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/25/2024	ヨッシーのパネポン：BS版 [1/2] (Yoshi's Panepon: BS Ver.)	8:00	23:00	Telephone Booth
08/26/2024	クレージーチェース (Crazy Chase)	8:00	11:00	Broadcast Tower
08/26/2024	クオンパBS版 [10/27] (Cu-On-Pa BS Version)	11:00	14:00	Broadcast Tower
08/26/2024	タモリのピクロス [8/13] (Tamori no Picross)	14:00	17:00	Broadcast Tower
08/26/2024	カービィのおもちゃ箱：　ピンボール (Kirby's Toybox: Pinball)	17:00	20:00	Broadcast Tower
08/26/2024	モノポリー２：イエローカップ (Monopoly 2: Yellow Cup)	20:00	23:00	Broadcast Tower
08/26/2024	グッズプレス  3月号 (GoodsPress)	8:00	23:00	News Building
08/26/2024	ゴルフ大好き！O．B．倶楽部 (Golf Daisuki! O.B. Club)	11:00	23:00	Stadium
08/26/2024	ソールブレーダー (Soul Blazer)	8:00	20:00	Bagpotamia Temple
08/26/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/26/2024	ワリオの森: 再び (Wario's Woods: Again)	8:00	23:00	Telephone Booth
08/27/2024	スーパー麻雀大会 (Super Mahjong Convention)	8:00	11:00	Broadcast Tower
08/27/2024	スターソルジャー BS版 (BS Star Soldier)	11:00	14:00	Broadcast Tower
08/27/2024	カービィのおもちゃ箱：　アレンジボール (Kirby's Toybox: Arrange Ball)	14:00	17:00	Broadcast Tower
08/27/2024	RPGツクール：　Cock-A-Doodle-Doo	17:00	20:00	Broadcast Tower
08/27/2024	Championship Pool	20:00	23:00	Broadcast Tower
08/27/2024	ドレミでファー　X号 (Do-re-mi de Faa! Volume X)	8:00	23:00	News Building
08/27/2024	F-1ポールポジション (F-1 Pole Position)	11:00	23:00	Stadium
08/27/2024	シャドウラン (Shadowrun)	8:00	20:00	Bagpotamia Temple
08/27/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/27/2024	デザエモン： BS-X版 (Dezaemon BS-X)	8:00	23:00	Telephone Booth
08/28/2024	[BROADCASTING ERROR]	8:00	11:00	Broadcast Tower
08/28/2024	奇々怪界：謎の黒マント (Pocky & Rocky)	11:00	14:00	Broadcast Tower
08/28/2024	クロノトリガー：ジェットバイクスペシャル (Chrono Trigger: Jet Bike Special)	14:00	17:00	Broadcast Tower
08/28/2024	PICO PICOパイレーツ (Pico Pico Pirates)	17:00	20:00	Broadcast Tower
08/28/2024	ジョーとマック (Joe & Mac)	20:00	23:00	Broadcast Tower
08/28/2024	セント・ギガPG１０月号 (St. Giga PG October Edition)	8:00	23:00	News Building
08/28/2024	NEW 3D GOLF SIMULATION：ワイアラエの奇跡 (Waialae's Miracle)	11:00	23:00	Stadium
08/28/2024	アルカナ (Arcana)	8:00	20:00	Bagpotamia Temple
08/28/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/28/2024	Q*Bert 3	8:00	23:00	Telephone Booth
08/29/2024	レミングス (Lemmings)	8:00	11:00	Broadcast Tower
08/29/2024	ロードモナーク (Lord Monarch)	11:00	14:00	Broadcast Tower
08/29/2024	ハイパーゾーン (Hyper Zone)	14:00	17:00	Broadcast Tower
08/29/2024	フェースボール２０００ (Faceball 2000)	17:00	20:00	Broadcast Tower
08/29/2024	SMWハック：ディノランドにまた (SMW Hack: Again in Dino Land)	20:00	23:00	Broadcast Tower
08/29/2024	BSニンテンドーHP 5/31号 (BS Nintendo HP 5/31 ed.)	8:00	23:00	News Building
08/29/2024	USAアイスホッケー (USA Ice Hockey)	11:00	23:00	Stadium
08/29/2024	すごいRPG (Sugoi RPG)	8:00	20:00	Bagpotamia Temple
08/29/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/29/2024	パズルボブル (Bust-A-Move)	8:00	23:00	Telephone Booth
08/30/2024	アクトレーザ (Actraiser)	8:00	11:00	Broadcast Tower
08/30/2024	パックアタック (Pac-Attack)	11:00	14:00	Broadcast Tower
08/30/2024	The Firemen	14:00	17:00	Broadcast Tower
08/30/2024	Super Aleste	17:00	20:00	Broadcast Tower
08/30/2024	カービィのおもちゃ箱：　ピンボール (Kirby's Toybox: Pinball)	20:00	23:00	Broadcast Tower
08/30/2024	ポケカメマガジン (Gameboy Camera Magazine)	8:00	23:00	News Building
08/30/2024	MVPフットボール (MVP Football)	11:00	23:00	Stadium
08/30/2024	ドカポン外伝：炎のオーディション (Dokapon Kingdom: A Fiery Audition)	8:00	20:00	Bagpotamia Temple
08/30/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/30/2024	スーパークックドBS版 (BS Supercooked!)	8:00	23:00	Robot Tower
08/31/2024	それ行け！エビス丸からくり　―　消えたゴエモンの謎！ (Ebisumaru's Karakuri Maze)	8:00	11:00	Broadcast Tower
08/31/2024	Let's Pachinko なんて銀玉４ (Let's Pachinko with Silver Balls 4)	11:00	14:00	Broadcast Tower
08/31/2024	GS美神：除霊師はナイスボディー (Ghost Sweeper Mikami: The Exorcist has a Nice Body)	14:00	17:00	Broadcast Tower
08/31/2024	ソニックブラストマン (Sonic Blast Man)	17:00	20:00	Broadcast Tower
08/31/2024	キャメルトリー (Cameltry)	20:00	23:00	Broadcast Tower
08/31/2024	チープdeゴージャス 1号 (Cheap de Gorgeous Vol. 1)	8:00	23:00	News Building
08/31/2024	Fightingベースボール (Fighting Baseball)	11:00	23:00	Stadium
08/31/2024	ファイナルファンタジーUSA：ミスチッククエスト (Final Fantasy USA: Mystic Quest)	8:00	20:00	Bagpotamia Temple
08/31/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
08/31/2024	ボーダーライン (Borderline)	8:00	23:00	Robot Tower
09/01/2024	デザエモンBSX (Dezaemon BS-X)	8:00	11:00	Broadcast Station
09/01/2024	ワリオとマリオ (Wario and Mario)	11:00	14:00	Broadcast Station
09/01/2024	アルカノイド (Arkanoid – Doh it Again!)	14:00	17:00	Broadcast Station
09/01/2024	ワイルドガンズ (Wild Guns)	17:00	20:00	Broadcast Station
09/01/2024	ジョーとマック (Joe & Mac)	20:00	23:00	Broadcast Station
09/01/2024	街マガジン (Machi Magazine)	8:00	23:00	News Building
09/01/2024	スーパーピンボール (Super Pinball)	11:00	23:00	Stadium
09/01/2024	悪魔城ドラキュラ (Super Castlevania Ⅳ)	8:00	20:00	Bagpotamia Temple
09/01/2024	サテ坊のワードゲーム (Satebou's Word Game)	8:00	23:00	Burger Shop
09/02/2024	ヨッシーのクッキー (Yoshi's Cookie)	8:00	11:00	Broadcast Station
09/02/2024	ＶＳ．コレクション (VS. Collection)	11:00	14:00	Broadcast Station
09/02/2024	フロッガー (Frogger)	14:00	17:00	Broadcast Station
09/02/2024	ペーパーボーイ２ (Paperboy 2)	17:00	20:00	Broadcast Station
09/02/2024	シムシティ 【小売版】 (SimCity [Retail ver.])	20:00	23:00	Broadcast Station
